Timestamp UNIX Id State
0.1 1758046882081 2 1
0.1 1758046882081 3 1
0.1 1758046882081 4 0
0.1 1758046882081 5 0
0.1 1758046882081 6 0
0.1 1758046882081 7 1
0.1 1758046882081 8 1
0.2 1758046882181 2 1
0.2 1758046882181 3 1
0.2 1758046882181 4 0
0.2 1758046882181 5 0
0.2 1758046882181 6 0
0.2 1758046882181 7 1
0.2 1758046882181 8 1
0.3 1758046882281 2 1
0.3 1758046882281 3 1
0.3 1758046882281 4 0
0.3 1758046882281 5 0
0.3 1758046882281 6 0
0.3 1758046882281 7 1
0.3 1758046882281 8 1
0.4 1758046882381 2 1
0.4 1758046882381 3 1
0.4 1758046882381 4 0
0.4 1758046882381 5 0
0.4 1758046882381 6 0
0.4 1758046882381 7 1
0.4 1758046882381 8 1
0.5 1758046882481 2 1
0.5 1758046882481 3 1
0.5 1758046882481 4 0
0.5 1758046882481 5 0
0.5 1758046882481 6 0
0.5 1758046882481 7 1
0.5 1758046882481 8 1
0.6 1758046882581 2 1
0.6 1758046882581 3 1
0.6 1758046882581 4 0
0.6 1758046882581 5 0
0.6 1758046882581 6 0
0.6 1758046882581 7 1
0.6 1758046882581 8 1
0.7 1758046882681 2 1
0.7 1758046882681 3 1
0.7 1758046882681 4 0
0.7 1758046882681 5 0
0.7 1758046882681 6 0
0.7 1758046882681 7 1
0.7 1758046882681 8 1
0.8 1758046882781 2 1
0.8 1758046882781 3 1
0.8 1758046882781 4 0
0.8 1758046882781 5 0
0.8 1758046882781 6 0
0.8 1758046882781 7 1
0.8 1758046882781 8 1
0.9 1758046882881 2 1
0.9 1758046882881 3 1
0.9 1758046882881 4 0
0.9 1758046882881 5 0
0.9 1758046882881 6 0
0.9 1758046882881 7 1
0.9 1758046882881 8 1
1 1758046882981 2 1
1 1758046882981 3 1
1 1758046882981 4 0
1 1758046882981 5 0
1 1758046882981 6 0
1 1758046882981 7 1
1 1758046882981 8 1
1.1 1758046883081 2 1
1.1 1758046883081 3 1
1.1 1758046883081 4 0
1.1 1758046883081 5 0
1.1 1758046883081 6 0
1.1 1758046883081 7 1
1.1 1758046883081 8 1
1.2 1758046883181 2 1
1.2 1758046883181 3 1
1.2 1758046883181 4 0
1.2 1758046883181 5 0
1.2 1758046883181 6 0
1.2 1758046883181 7 1
1.2 1758046883181 8 1
1.3 1758046883281 2 1
1.3 1758046883281 3 1
1.3 1758046883281 4 0
1.3 1758046883281 5 0
1.3 1758046883281 6 0
1.3 1758046883281 7 1
1.3 1758046883281 8 1
1.4 1758046883381 2 1
1.4 1758046883381 3 1
1.4 1758046883381 4 0
1.4 1758046883381 5 0
1.4 1758046883381 6 0
1.4 1758046883381 7 1
1.4 1758046883381 8 1
1.5 1758046883481 2 1
1.5 1758046883481 3 1
1.5 1758046883481 4 0
1.5 1758046883481 5 0
1.5 1758046883481 6 0
1.5 1758046883481 7 1
1.5 1758046883481 8 1
1.6 1758046883581 2 1
1.6 1758046883581 3 1
1.6 1758046883581 4 0
1.6 1758046883581 5 0
1.6 1758046883581 6 0
1.6 1758046883581 7 1
1.6 1758046883581 8 1
1.7 1758046883681 2 1
1.7 1758046883681 3 1
1.7 1758046883681 4 0
1.7 1758046883681 5 0
1.7 1758046883681 6 0
1.7 1758046883681 7 1
1.7 1758046883681 8 1
1.8 1758046883781 2 1
1.8 1758046883781 3 1
1.8 1758046883781 4 0
1.8 1758046883781 5 0
1.8 1758046883781 6 0
1.8 1758046883781 7 1
1.8 1758046883781 8 1
1.9 1758046883881 2 1
1.9 1758046883881 3 1
1.9 1758046883881 4 0
1.9 1758046883881 5 0
1.9 1758046883881 6 0
1.9 1758046883881 7 1
1.9 1758046883881 8 1
2 1758046883981 2 1
2 1758046883981 3 1
2 1758046883981 4 0
2 1758046883981 5 0
2 1758046883981 6 0
2 1758046883981 7 1
2 1758046883981 8 1
2.1 1758046884081 2 1
2.1 1758046884081 3 1
2.1 1758046884081 4 0
2.1 1758046884081 5 0
2.1 1758046884081 6 0
2.1 1758046884081 7 1
2.1 1758046884081 8 1
2.2 1758046884181 2 1
2.2 1758046884181 3 1
2.2 1758046884181 4 0
2.2 1758046884181 5 0
2.2 1758046884181 6 0
2.2 1758046884181 7 1
2.2 1758046884181 8 1
2.3 1758046884281 2 1
2.3 1758046884281 3 1
2.3 1758046884281 4 0
2.3 1758046884281 5 0
